caso_numero,victima_edad,victima_identidad_genero,victima_tipo,hecho_provincia,hecho_modalidad_comisiva,hecho_fecha,añomes,mes
594,27,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,2016-01-24,2016,1
159,39,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,2014-06-14,2014,6
161,23,MUJER,PRINCIPAL,Neuquen,DESBARRANCAMIENTO,2015-04-04,2015,4
182,39,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,,,
484,36,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,2015-09-12,2015,9
192,20,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,2015-09-21,2015,9
569,49,MUJER,PRINCIPAL,Neuquen,QUEMADURAS,2015-08-27,2015,8
568,33,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,2013-04-18,2013,4
687,43,MUJER,PRINCIPAL,Neuquen,ACUCHILLAMIENTO,2016-07-06,2016,7
844,43,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,2017-03-12,2017,3
928,33,MUJER,PRINCIPAL,Neuquen,ACUCHILLAMIENTO,2017-06-11,2017,6
924,10,MUJER,VINCULADO,Neuquen,DISPARO DE BALA,2017-06-08,2017,6
783,36,HOMBRE,VINCULADO,Neuquen,DISPARO DE BALA,2016-11-27,2016,11
972,,MUJER,PRINCIPAL,Neuquen,QUEMADURAS,2017-07-24,2017,7
1054,39,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,2018-01-11,2018,1
1079,30,MUJER,PRINCIPAL,Neuquen,ACUCHILLAMIENTO,2018-02-22,2018,2
1079,7,MUJER,VINCULADO,Neuquen,ACUCHILLAMIENTO,2018-02-22,2018,2
1100,69,MUJER,PRINCIPAL,Neuquen,GOLPES,2018-03-29,2018,3
1101,47,MUJER,PRINCIPAL,Neuquen,ACUCHILLAMIENTO,2018-01-14,2018,1
1179,65,HOMBRE,VINCULADO,Neuquen,GOLPES,2017-11-13,2017,11
233,21,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,2013-01-17,2013,1
1017,36,MUJER,PRINCIPAL,Neuquen,APUÑALAMIENTO,2017-09-28,2017,9
262,23,MUJER,PRINCIPAL,Rio Negro,GOLPES,,,
310,47,MUJER,PRINCIPAL,Rio Negro,GOLPES,2014-11-20,2014,11
76,26,MUJER,PRINCIPAL,Rio Negro,INDEFINIDO,2014-12-28,2014,12
170,26,MUJER,PRINCIPAL,Rio Negro,INDEFINIDO,2015-04-10,2015,4
199,35,MUJER,PRINCIPAL,Rio Negro,ACUCHILLAMIENTO,2014-04-20,2014,4
218,14,MUJER,PRINCIPAL,Rio Negro,ESTRANGULAMIENTO,2014-10-24,2014,10
516,47,MUJER,PRINCIPAL,Rio Negro,ESTRANGULAMIENTO,2015-10-07,2015,10
617,29,MUJER,PRINCIPAL,Rio Negro,GOLPES,2016-03-17,2016,3
620,27,MUJER,PRINCIPAL,Rio Negro,GOLPES,2016-03-27,2016,3
624,28,MUJER,PRINCIPAL,Rio Negro,ACUCHILLAMIENTO,2016-03-23,2016,3
871,,HOMBRE,VINCULADO,Rio Negro,ACUCHILLAMIENTO,2015-11-07,2015,11
869,,,VINCULADO,Rio Negro,ACUCHILLAMIENTO,2016-10-29,2016,10
562,40,TRANSGENERO,PRINCIPAL,Rio Negro,DISPARO DE BALA,2016-01-17,2016,1
1126,56,MUJER,PRINCIPAL,Rio Negro,APUÑALAMIENTO,2018-05-29,2018,5
1140,30,MUJER,PRINCIPAL,Rio Negro,ACUCHILLAMIENTO,2018-06-28,2018,6
1143,,MUJER,PRINCIPAL,Rio Negro,INDEFINIDO,,,
1145,60,MUJER,PRINCIPAL,Rio Negro,DISPARO DE BALA,2018-06-05,2018,6
1230,55,MUJER,PRINCIPAL,Rio Negro,GOLPES,2018-10-10,2018,10
234,19,MUJER,PRINCIPAL,Rio Negro,GOLPES,2014-09-21,2014,9
460,68,MUJER,PRINCIPAL,Rio Negro,GOLPES,2013-07-26,2013,7
44,,MUJER,PRINCIPAL,Salta,INDEFINIDO,2014-10-05,2014,10
45,47,MUJER,PRINCIPAL,Salta,GOLPES,2014-07-25,2014,7
51,38,MUJER,PRINCIPAL,Salta,GOLPES,2014-09-08,2014,9
118,20,MUJER,PRINCIPAL,Salta,ASFIXIA,2014-11-08,2014,11
117,45,MUJER,PRINCIPAL,Salta,DISPARO DE BALA,2012-12-30,2012,12
148,35,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2014-12-04,2014,12
127,22,MUJER,PRINCIPAL,Salta,GOLPES,2015-07-02,2015,7
174,21,MUJER,PRINCIPAL,Salta,QUEMADURAS,2015-07-06,2015,7
180,19,MUJER,PRINCIPAL,Salta,GOLPES,2014-07-13,2014,7
175,22,MUJER,PRINCIPAL,Salta,INDEFINIDO,2014-05-04,2014,5
248,16,MUJER,PRINCIPAL,Salta,ASFIXIA,2015-08-03,2015,8
345,64,MUJER,PRINCIPAL,Salta,GOLPES,2014-11-30,2014,11
382,26,MUJER,PRINCIPAL,Salta,DISPARO DE BALA,2014-07-28,2014,7
391,27,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2013-03-13,2013,3
503,53,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2015-09-20,2015,9
518,23,MUJER,PRINCIPAL,Salta,INDEFINIDO,2015-10-09,2015,10
508,19,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2014-12-07,2014,12
1,56,MUJER,PRINCIPAL,Salta,GOLPES,2015-11-13,2015,11
547,25,MUJER,PRINCIPAL,Salta,DISPARO DE BALA,2015-11-24,2015,11
548,46,MUJER,PRINCIPAL,Salta,ASFIXIA,2015-12-01,2015,12
552,22,MUJER,PRINCIPAL,Salta,AHORCAMIENTO,2016-01-04,2016,1
566,31,MUJER,PRINCIPAL,Salta,APUÑALAMIENTO,2016-01-23,2016,1
634,32,MUJER,PRINCIPAL,Salta,DISPARO DE BALA,2016-03-21,2016,3
640,60,MUJER,PRINCIPAL,Salta,GOLPES,2015-01-25,2015,1
647,21,MUJER,PRINCIPAL,Salta,GOLPES,2016-04-18,2016,4
658,16,MUJER,PRINCIPAL,Salta,GOLPES,2016-03-18,2016,3
659,25,MUJER,PRINCIPAL,Salta,DISPARO DE BALA,2016-04-02,2016,4
669,21,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2016-07-04,2016,7
693,20,MUJER,PRINCIPAL,Salta,GOLPES,2014-03-06,2014,3
712,27,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2016-09-13,2016,9
803,35,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO,2017-01-06,2017,1
823,44,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2017-01-27,2017,1
801,18,MUJER,PRINCIPAL,Salta,AHORCAMIENTO,2017-01-05,2017,1
821,26,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2017-02-01,2017,2
818,28,MUJER,PRINCIPAL,Salta,QUEMADURAS,2017-01-22,2017,1
842,54,MUJER,PRINCIPAL,Salta,GOLPES,2017-02-24,2017,2
850,17,MUJER,PRINCIPAL,Salta,DEGOLLAMIENTO,2017-03-18,2017,3
862,22,MUJER,PRINCIPAL,Salta,INDEFINIDO,2017-03-01,2017,3
515,16,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO,2014-05-12,2014,5
926,39,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2017-06-11,2017,6
921,3,HOMBRE,VINCULADO,Salta,ENVENENAMIENTO,2017-06-05,2017,6
921,26,MUJER,PRINCIPAL,Salta,ENVENENAMIENTO,2017-06-05,2017,6
916,22,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO,2017-05-27,2017,5
235,63,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2015-01-20,2015,1
991,19,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO,2017-08-26,2017,8
986,21,MUJER,PRINCIPAL,Salta,ENVENENAMIENTO,2017-08-17,2017,8
1053,24,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2017-12-18,2017,12
1066,26,MUJER,PRINCIPAL,Salta,GOLPES,2017-12-17,2017,12
1098,44,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2018-03-26,2018,3
307,31,TRANSGENERO,PRINCIPAL,Salta,GOLPES,2014-12-24,2014,12
1167,47,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO,2017-04-26,2017,4
1207,17,MUJER,PRINCIPAL,Salta,APUÑALAMIENTO,2017-03-18,2017,3
1208,,MUJER,PRINCIPAL,Salta,ASFIXIA,2018-03-20,2018,3
1215,39,MUJER,PRINCIPAL,Salta,APUÑALAMIENTO,2018-09-21,2018,9
1222,16,MUJER,PRINCIPAL,Salta,GOLPES,2018-02-16,2018,2
1223,27,MUJER,PRINCIPAL,Salta,GOLPES,2018-11-10,2018,11
1233,49,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2018-10-25,2018,10
239,34,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2014-12-04,2014,12
434,9,MUJER,PRINCIPAL,Salta,INDEFINIDO,2013-05-18,2013,5
462,21,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO,2013-07-08,2013,7
773,15,MUJER,PRINCIPAL,Salta,AHORCAMIENTO,2016-12-05,2016,12
896,15,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2017-04-29,2017,4
1008,25,MUJER,PRINCIPAL,Salta,GOLPES,2017-09-21,2017,9
1032,38,MUJER,PRINCIPAL,Salta,DISPARO DE BALA,2017-12-01,2017,12
1048,17,MUJER,PRINCIPAL,Salta,ASFIXIA,2017-12-07,2017,12
339,34,MUJER,PRINCIPAL,San Juan,GOLPES,2013-05-26,2013,5
342,,,PRINCIPAL,San Juan,GOLPES,2014-01-17,2014,1
341,16,MUJER,PRINCIPAL,San Juan,GOLPES,2013-09-28,2013,9
610,45,MUJER,PRINCIPAL,San Juan,GOLPES,2016-03-11,2016,3
600,64,MUJER,PRINCIPAL,San Juan,GOLPES,2016-02-23,2016,2
601,37,MUJER,PRINCIPAL,San Juan,GOLPES,,,
666,17,MUJER,PRINCIPAL,San Juan,ESTRANGULAMIENTO,2016-06-16,2016,6
941,52,MUJER,PRINCIPAL,San Juan,ACUCHILLAMIENTO,2017-06-02,2017,6
1137,27,MUJER,PRINCIPAL,San Juan,DESCUARTIZAMIENTO,2018-06-19,2018,6
1141,24,MUJER,PRINCIPAL,San Juan,APUÑALAMIENTO,2018-06-27,2018,6
1157,46,MUJER,PRINCIPAL,San Juan,DISPARO DE BALA,2017-04-04,2017,4
271,22,MUJER,PRINCIPAL,San Luis,DISPARO DE BALA,2015-03-29,2015,3
338,40,MUJER,PRINCIPAL,San Luis,ACUCHILLAMIENTO,2014-12-07,2014,12
605,32,MUJER,PRINCIPAL,San Luis,DISPARO DE BALA,2016-01-30,2016,1
853,16,MUJER,PRINCIPAL,San Luis,DISPARO DE BALA,2017-03-19,2017,3
231,30,MUJER,PRINCIPAL,San Luis,GOLPES,2015-07-29,2015,7
940,31,MUJER,PRINCIPAL,San Luis,GOLPES,2017-06-28,2017,6
340,18,MUJER,PRINCIPAL,San Luis,DISPARO DE BALA,2013-01-19,2013,1
855,12,MUJER,PRINCIPAL,San Luis,ESTRANGULAMIENTO,2017-03-22,2017,3
1073,38,MUJER,PRINCIPAL,San Luis,AHORCAMIENTO,2018-01-28,2018,1
415,26,MUJER,PRINCIPAL,San Luis,DISPARO DE BALA,2013-11-04,2013,11
415,4,HOMBRE,VINCULADO,San Luis,DISPARO DE BALA,2013-11-04,2013,11
256,48,MUJER,PRINCIPAL,Santa Cruz,ASFIXIA,2014-10-25,2014,10
522,26,TRANSGENERO,PRINCIPAL,Santa Cruz,INDEFINIDO,,,
24,17,MUJER,PRINCIPAL,Santa Cruz,ESTRANGULAMIENTO,2015-11-08,2015,11
635,22,MUJER,PRINCIPAL,Santa Cruz,ESTRANGULAMIENTO,2016-04-24,2016,4
731,30,MUJER,PRINCIPAL,Santa Cruz,QUEMADURAS,2016-10-05,2016,10
1074,52,MUJER,PRINCIPAL,Santa Cruz,ESTRANGULAMIENTO,2017-05-05,2017,5
240,20,MUJER,PRINCIPAL,Santa Cruz,ACUCHILLAMIENTO,2015-01-25,2015,1
237,18,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2014-11-02,2014,11
73,25,MUJER,PRINCIPAL,Santa Fe,QUEMADURAS,2013-04-01,2013,4
47,58,MUJER,PRINCIPAL,Santa Fe,APUÑALAMIENTO,2015-02-23,2015,2
120,23,MUJER,PRINCIPAL,Santa Fe,INDEFINIDO,2014-11-04,2014,11
119,27,MUJER,PRINCIPAL,Santa Fe,QUEMADURAS,2013-03-30,2013,3
162,36,MUJER,PRINCIPAL,Santa Fe,INDEFINIDO,2015-01-05,2015,1
163,18,MUJER,PRINCIPAL,Santa Fe,ESTRANGULAMIENTO,2015-02-13,2015,2
164,23,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2015-01-21,2015,1
181,41,MUJER,PRINCIPAL,Santa Fe,QUEMADURAS,2014-12-12,2014,12
347,55,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2015-04-16,2015,4
348,38,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2015-04-14,2015,4
369,41,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2012-12-30,2012,12
346,31,TRANSGENERO,PRINCIPAL,Santa Fe,INDEFINIDO,2013-03-29,2013,3
349,22,MUJER,PRINCIPAL,Santa Fe,ESTRANGULAMIENTO,2014-12-06,2014,12
397,25,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2014-12-22,2014,12
410,26,MUJER,PRINCIPAL,Santa Fe,INDEFINIDO,2013-08-20,2013,8
483,24,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2015-09-12,2015,9
497,53,MUJER,PRINCIPAL,Santa Fe,GOLPES,2014-02-19,2014,2
28,24,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2015-02-01,2015,2
166,17,MUJER,PRINCIPAL,Santa Fe,GOLPES,2015-11-15,2015,11
523,59,TRANSGENERO,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2015-09-25,2015,9
551,54,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2016-01-04,2016,1
556,20,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2015-12-15,2015,12
558,49,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2016-01-13,2016,1
573,32,MUJER,PRINCIPAL,Santa Fe,GOLPES,2015-11-04,2015,11
581,29,MUJER,PRINCIPAL,Santa Fe,ASFIXIA,2016-02-06,2016,2
579,35,MUJER,PRINCIPAL,Santa Fe,APUÑALAMIENTO,2016-02-07,2016,2
631,53,MUJER,PRINCIPAL,Santa Fe,GOLPES,2016-04-11,2016,4
637,48,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2016-04-24,2016,4
622,25,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2016-03-28,2016,3
652,12,MUJER,PRINCIPAL,Santa Fe,ESTRANGULAMIENTO,2016-05-25,2016,5
664,58,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2016-06-22,2016,6
650,21,MUJER,PRINCIPAL,Santa Fe,GOLPES,2016-05-14,2016,5
673,42,MUJER,PRINCIPAL,Santa Fe,DEGOLLAMIENTO,2016-06-23,2016,6
691,17,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2016-07-31,2016,7
690,25,MUJER,PRINCIPAL,Santa Fe,GOLPES,2016-07-28,2016,7
684,37,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2016-07-23,2016,7
706,17,MUJER,PRINCIPAL,Santa Fe,INDEFINIDO,2016-08-16,2016,8
717,24,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2016-09-12,2016,9
790,45,HOMBRE,VINCULADO,Santa Fe,APUÑALAMIENTO,2016-12-25,2016,12
840,67,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-02-27,2017,2
824,32,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-02-06,2017,2
62,14,MUJER,PRINCIPAL,Santa Fe,DEGOLLAMIENTO,2015-05-10,2015,5
913,,MUJER,PRINCIPAL,Santa Fe,GOLPES,2015-07-25,2015,7
891,35,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-04-19,2017,4
925,18,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-06-10,2017,6
973,29,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2014-10-11,2014,10
961,37,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-07-12,2017,7
985,32,MUJER,PRINCIPAL,Santa Fe,QUEMADURAS,2013-12-09,2013,12
987,20,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-08-19,2017,8
976,36,TRANSGENERO,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-07-25,2017,7
1018,20,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2017-10-20,2017,10
1058,23,MUJER,PRINCIPAL,Santa Fe,AHORCAMIENTO,2018-01-06,2018,1
1060,18,MUJER,PRINCIPAL,Santa Fe,QUEMADURAS,2017-12-25,2017,12
1064,19,MUJER,VINCULADO,Santa Fe,DISPARO DE BALA,2017-12-29,2017,12
1064,20,HOMBRE,VINCULADO,Santa Fe,DISPARO DE BALA,2017-12-29,2017,12
1064,19,MUJER,VINCULADO,Santa Fe,DISPARO DE BALA,2017-12-29,2017,12
1064,,MUJER,VINCULADO,Santa Fe,INDEFINIDO,2017-12-29,2017,12
1083,45,TRANSGENERO,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2018-02-09,2018,2
1077,19,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2018-02-14,2018,2
1064,35,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-12-29,2017,12
1078,49,MUJER,PRINCIPAL,Santa Fe,OTROS,2017-12-28,2017,12
1111,16,MUJER,PRINCIPAL,Santa Fe,OTROS,2018-04-13,2018,4
1148,19,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2018-07-05,2018,7
1173,24,MUJER,PRINCIPAL,Santa Fe,OTROS,2017-11-06,2017,11
1178,24,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-10-08,2017,10
1182,20,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-12-03,2017,12
1183,29,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-12-31,2017,12
1203,16,MUJER,PRINCIPAL,Santa Fe,ABUSO SEXUAL,2018-08-25,2018,8
1209,19,MUJER,PRINCIPAL,Santa Fe,AHOGAMIENTO,2017-07-01,2017,7
1236,23,MUJER,PRINCIPAL,Santa Fe,QUEMADURAS,2018-10-22,2018,10
1253,20,MUJER,PRINCIPAL,Santa Fe,APUÑALAMIENTO,2018-11-07,2018,11
238,32,MUJER,PRINCIPAL,Santa Fe,APUÑALAMIENTO,2013-01-19,2013,1
464,25,MUJER,PRINCIPAL,Santa Fe,GOLPES,2013-03-07,2013,3
766,38,MUJER,PRINCIPAL,Santa Fe,APUÑALAMIENTO,2016-11-17,2016,11
767,35,MUJER,PRINCIPAL,Santa Fe,OTROS,2016-11-12,2016,11
790,15,MUJER,VINCULADO,Santa Fe,APUÑALAMIENTO,2016-12-25,2016,12
790,44,MUJER,VINCULADO,Santa Fe,APUÑALAMIENTO,2016-12-25,2016,12
790,32,HOMBRE,VINCULADO,Santa Fe,APUÑALAMIENTO,2016-12-25,2016,12
870,43,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-04-09,2017,4
881,49,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2017-04-13,2017,4
886,41,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-04-17,2017,4
885,29,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2017-04-16,2017,4
1021,33,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2017-10-24,2017,10
1021,2,MUJER,VINCULADO,Santa Fe,ACUCHILLAMIENTO,2017-10-24,2017,10
1026,22,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-11-07,2017,11
935,17,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2017-06-25,2017,6
289,17,MUJER,PRINCIPAL,Santiago del Estero,GOLPES,2013-10-30,2013,10
4,26,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2014-08-13,2014,8
172,31,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2015-07-13,2015,7
204,41,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2013-03-13,2013,3
285,34,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2013-04-28,2013,4
287,29,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2013-06-01,2013,6
290,19,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2013-10-19,2013,10
291,53,,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2013-10-21,2013,10
292,23,MUJER,PRINCIPAL,Santiago del Estero,QUEMADURAS,2014-01-10,2014,1
293,18,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2015-01-25,2015,1
294,43,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2014-02-19,2014,2
295,43,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2014-03-07,2014,3
296,43,MUJER,PRINCIPAL,Santiago del Estero,GOLPES,2014-03-13,2014,3
297,36,MUJER,PRINCIPAL,Santiago del Estero,GOLPES,2014-05-23,2014,5
298,26,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2014-06-15,2014,6
300,50,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2014-08-10,2014,8
281,22,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2013-02-11,2013,2
282,55,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2013-04-21,2013,4
344,42,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2014-02-19,2014,2
492,24,TRANSGENERO,PRINCIPAL,Santiago del Estero,ATROPELLAMIENTO,2014-12-03,2014,12
571,58,MUJER,PRINCIPAL,Santiago del Estero,APUÑALAMIENTO,2015-12-23,2015,12
612,28,MUJER,PRINCIPAL,Santiago del Estero,INDEFINIDO,2016-03-13,2016,3
595,45,MUJER,PRINCIPAL,Santiago del Estero,APUÑALAMIENTO,2015-12-10,2015,12
629,32,HOMBRE,VINCULADO,Santiago del Estero,DISPARO DE BALA,2016-04-06,2016,4
629,36,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2016-04-06,2016,4
629,25,MUJER,VINCULADO,Santiago del Estero,DISPARO DE BALA,2016-04-06,2016,4
662,36,MUJER,PRINCIPAL,Santiago del Estero,AHORCAMIENTO,2016-06-16,2016,6
724,44,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2016-09-21,2016,9
740,28,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2016-10-14,2016,10
791,29,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2016-12-24,2016,12
800,0,HOMBRE,VINCULADO,Santiago del Estero,GOLPES,2016-12-30,2016,12
837,33,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2017-02-20,2017,2
837,11,MUJER,VINCULADO,Santiago del Estero,ACUCHILLAMIENTO,2017-02-20,2017,2
837,9,MUJER,VINCULADO,Santiago del Estero,ACUCHILLAMIENTO,2017-02-20,2017,2
837,3,HOMBRE,VINCULADO,Santiago del Estero,QUEMADURAS,2017-02-20,2017,2
837,12,HOMBRE,VINCULADO,Santiago del Estero,ACUCHILLAMIENTO,2017-02-20,2017,2
874,43,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2017-04-14,2017,4
288,41,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2013-07-27,2013,7
943,39,MUJER,PRINCIPAL,Santiago del Estero,AHORCAMIENTO,2012-01-22,2012,1
918,40,MUJER,PRINCIPAL,Santiago del Estero,APUÑALAMIENTO,2017-06-01,2017,6
67,42,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2015-06-06,2015,6
953,31,MUJER,PRINCIPAL,Santiago del Estero,ESTRANGULAMIENTO,2017-07-09,2017,7
865,78,MUJER,PRINCIPAL,Santiago del Estero,GOLPES,2014-06-01,2014,6
1001,22,MUJER,PRINCIPAL,Santiago del Estero,ESTRANGULAMIENTO,2017-09-11,2017,9
1059,21,MUJER,PRINCIPAL,Santiago del Estero,AHORCAMIENTO,2017-09-12,2017,9
1133,30,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2018-06-19,2018,6
1165,49,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2017-09-27,2017,9
1187,85,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2017-11-25,2017,11
1199,17,MUJER,PRINCIPAL,Santiago del Estero,DEGOLLAMIENTO,2017-12-24,2017,12
1213,43,MUJER,PRINCIPAL,Santiago del Estero,GOLPES,2018-09-12,2018,9
1259,27,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2019-01-01,2019,1
209,23,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2015-06-12,2015,6
191,34,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2015-07-26,2015,7
299,43,MUJER,PRINCIPAL,Santiago del Estero,GOLPES,2014-06-24,2014,6
895,SE,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2017-04-28,2017,4
1013,20,HOMBRE,VINCULADO,Santiago del Estero,DESCUARTIZAMIENTO,2017-10-06,2017,10
1013,62,MUJER,PRINCIPAL,Santiago del Estero,DESCUARTIZAMIENTO,2017-10-06,2017,10
309,32,TRANSGENERO,PRINCIPAL,Tierra del Fuego,ACUCHILLAMIENTO,2013-05-12,2013,5
667,25,MUJER,PRINCIPAL,Tierra del Fuego,DESCUARTIZAMIENTO,2016-07-03,2016,7
713,32,TRANSGENERO,PRINCIPAL,Tierra del Fuego,ACUCHILLAMIENTO,2013-05-12,2013,5
1162,61,MUJER,PRINCIPAL,Tierra del Fuego,DISPARO DE BALA,2017-04-19,2017,4
49,38,MUJER,PRINCIPAL,Tucuman,INDEFINIDO,2014-09-30,2014,9
358,,MUJER,PRINCIPAL,Tucuman,QUEMADURAS,2013-02-02,2013,2
511,20,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,,,
654,12,MUJER,PRINCIPAL,Tucuman,ESTRANGULAMIENTO,2016-05-28,2016,5
696,18,MUJER,PRINCIPAL,Tucuman,AHORCAMIENTO,2016-08-07,2016,8
723,18,MUJER,PRINCIPAL,Tucuman,INDEFINIDO,2016-09-18,2016,9
748,42,MUJER,PRINCIPAL,Tucuman,APUÑALAMIENTO,2016-10-18,2016,10
756,22,MUJER,PRINCIPAL,Tucuman,QUEMADURAS,2016-10-19,2016,10
788,34,MUJER,PRINCIPAL,Tucuman,ESTRANGULAMIENTO,2016-12-21,2016,12
822,28,MUJER,PRINCIPAL,Tucuman,APUÑALAMIENTO,2017-02-04,2017,2
